trader_id,day,communication,rogue_active,score_nlp
T000,91,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T000,92,"Booked the client trade, confirmation sent to ops.",0,0.0059617157819216475
T000,93,"Closed the book early today, all positions within limits.",0,0.0052754868039334765
T000,94,"Booked the client trade, confirmation sent to ops.",0,0.0059617157819216475
T000,95,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T000,96,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T000,97,"Booked the client trade, confirmation sent to ops.",0,0.0059617157819216475
T000,98,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T000,99,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T000,100,"Booked the client trade, confirmation sent to ops.",0,0.0059617157819216475
T000,101,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T000,102,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T000,103,"Risk looks fine, nothing unusual to report.",0,0.005946757649100238
T000,104,"Reconciled with middle office, numbers tie out.",0,0.005812301297132197
T000,105,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T000,106,"Booked the client trade, confirmation sent to ops.",0,0.0059617157819216475
T000,107,"Reconciled with middle office, numbers tie out.",0,0.005812301297132197
T000,108,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T000,109,"Reconciled with middle office, numbers tie out.",0,0.005812301297132197
T000,110,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T000,111,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T000,112,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T000,113,"Reconciled with middle office, numbers tie out.",0,0.005812301297132197
T000,114,"Closed the book early today, all positions within limits.",0,0.0052754868039334765
T000,115,"Reconciled with middle office, numbers tie out.",0,0.005812301297132197
T000,116,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T000,117,"Booked the client trade, confirmation sent to ops.",0,0.0059617157819216475
T000,118,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T000,119,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T000,120,"Booked the client trade, confirmation sent to ops.",0,0.0059617157819216475
T000,121,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T000,122,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T000,123,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T000,124,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T000,125,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T000,126,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T000,127,"Risk looks fine, nothing unusual to report.",0,0.005946757649100238
T000,128,"Risk looks fine, nothing unusual to report.",0,0.005946757649100238
T000,129,"Reconciled with middle office, numbers tie out.",0,0.005812301297132197
T000,130,"Risk looks fine, nothing unusual to report.",0,0.005946757649100238
T000,131,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T000,132,"Reconciled with middle office, numbers tie out.",0,0.005812301297132197
T000,133,"Reconciled with middle office, numbers tie out.",0,0.005812301297132197
T000,134,"Booked the client trade, confirmation sent to ops.",0,0.0059617157819216475
T000,135,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T000,136,"Reconciled with middle office, numbers tie out.",0,0.005812301297132197
T000,137,"Closed the book early today, all positions within limits.",0,0.0052754868039334765
T000,138,"Closed the book early today, all positions within limits.",0,0.0052754868039334765
T000,139,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T000,140,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T000,141,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T000,142,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T000,143,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T000,144,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T000,145,"Reconciled with middle office, numbers tie out.",0,0.005812301297132197
T000,146,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T000,147,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T000,148,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T000,149,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T000,150,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T000,151,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T000,152,"Closed the book early today, all positions within limits.",0,0.0052754868039334765
T000,153,"Closed the book early today, all positions within limits.",0,0.0052754868039334765
T000,154,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T000,155,"Reconciled with middle office, numbers tie out.",0,0.005812301297132197
T000,156,"Reconciled with middle office, numbers tie out.",0,0.005812301297132197
T000,157,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T000,158,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T000,159,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T000,160,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T000,161,"Booked the client trade, confirmation sent to ops.",0,0.0059617157819216475
T000,162,"Closed the book early today, all positions within limits.",0,0.0052754868039334765
T000,163,"Closed the book early today, all positions within limits.",0,0.0052754868039334765
T000,164,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T000,165,"Closed the book early today, all positions within limits.",0,0.0052754868039334765
T000,166,"Risk looks fine, nothing unusual to report.",0,0.005946757649100238
T000,167,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T000,168,"Risk looks fine, nothing unusual to report.",0,0.005946757649100238
T000,169,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T000,170,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T000,171,"Reconciled with middle office, numbers tie out.",0,0.005812301297132197
T000,172,"Reconciled with middle office, numbers tie out.",0,0.005812301297132197
T000,173,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T000,174,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T000,175,"Risk looks fine, nothing unusual to report.",0,0.005946757649100238
T000,176,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T000,177,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T000,178,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T000,179,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T000,180,"Booked the client trade, confirmation sent to ops.",0,0.0059617157819216475
T000,181,"Risk looks fine, nothing unusual to report.",0,0.005946757649100238
T000,182,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T000,183,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T000,184,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T000,185,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T000,186,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T000,187,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T000,188,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T000,189,"Risk looks fine, nothing unusual to report.",0,0.005946757649100238
T000,190,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T000,191,"Risk looks fine, nothing unusual to report.",0,0.005946757649100238
T000,192,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T000,193,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T000,194,"Closed the book early today, all positions within limits.",0,0.0052754868039334765
T000,195,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T000,196,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T000,197,"Booked the client trade, confirmation sent to ops.",0,0.0059617157819216475
T000,198,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T000,199,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T000,200,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T000,201,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T000,202,"Reconciled with middle office, numbers tie out.",0,0.005812301297132197
T000,203,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T000,204,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T000,205,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T000,206,"Reconciled with middle office, numbers tie out.",0,0.005812301297132197
T000,207,"Closed the book early today, all positions within limits.",0,0.0052754868039334765
T000,208,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T000,209,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T000,210,"Reconciled with middle office, numbers tie out.",0,0.005812301297132197
T000,211,"Booked the client trade, confirmation sent to ops.",0,0.0059617157819216475
T000,212,"Risk looks fine, nothing unusual to report.",0,0.005946757649100238
T000,213,"Booked the client trade, confirmation sent to ops.",0,0.0059617157819216475
T000,214,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T000,215,"Booked the client trade, confirmation sent to ops.",0,0.0059617157819216475
T000,216,"Booked the client trade, confirmation sent to ops.",0,0.0059617157819216475
T000,217,"Closed the book early today, all positions within limits.",0,0.0052754868039334765
T000,218,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T000,219,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T000,220,"Booked the client trade, confirmation sent to ops.",0,0.0059617157819216475
T000,221,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T000,222,"Risk looks fine, nothing unusual to report.",0,0.005946757649100238
T000,223,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T000,224,"Booked the client trade, confirmation sent to ops.",0,0.0059617157819216475
T000,225,"Booked the client trade, confirmation sent to ops.",0,0.0059617157819216475
T000,226,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T000,227,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T000,228,"Risk looks fine, nothing unusual to report.",0,0.005946757649100238
T000,229,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T000,230,"Reconciled with middle office, numbers tie out.",0,0.005812301297132197
T000,231,"Closed the book early today, all positions within limits.",0,0.0052754868039334765
T000,232,"Booked the client trade, confirmation sent to ops.",0,0.0059617157819216475
T000,233,"Closed the book early today, all positions within limits.",0,0.0052754868039334765
T000,234,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T000,235,"Closed the book early today, all positions within limits.",0,0.0052754868039334765
T000,236,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T000,237,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T000,238,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T000,239,"Risk looks fine, nothing unusual to report.",0,0.005946757649100238
T000,240,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T000,241,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T000,242,"Risk looks fine, nothing unusual to report.",0,0.005946757649100238
T000,243,"Risk looks fine, nothing unusual to report.",0,0.005946757649100238
T000,244,"Closed the book early today, all positions within limits.",0,0.0052754868039334765
T000,245,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T000,246,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T000,247,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T000,248,"Risk looks fine, nothing unusual to report.",0,0.005946757649100238
T000,249,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T001,0,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T001,1,"Reconciled with middle office, numbers tie out.",0,0.005812301297132197
T001,2,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T001,3,"Booked the client trade, confirmation sent to ops.",0,0.0059617157819216475
T001,4,"Reconciled with middle office, numbers tie out.",0,0.005812301297132197
T001,5,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T001,6,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T001,7,"Closed the book early today, all positions within limits.",0,0.0052754868039334765
T001,8,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T001,9,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T001,10,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T001,11,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T001,12,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T001,13,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T001,14,"Reconciled with middle office, numbers tie out.",0,0.005812301297132197
T001,15,"Risk looks fine, nothing unusual to report.",0,0.005946757649100238
T001,16,"Risk looks fine, nothing unusual to report.",0,0.005946757649100238
T001,17,"Booked the client trade, confirmation sent to ops.",0,0.0059617157819216475
T001,18,"Closed the book early today, all positions within limits.",0,0.0052754868039334765
T001,19,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T001,20,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T001,21,"Closed the book early today, all positions within limits.",0,0.0052754868039334765
T001,22,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T001,23,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T001,24,"Risk looks fine, nothing unusual to report.",0,0.005946757649100238
T001,25,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T001,26,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T001,27,"Closed the book early today, all positions within limits.",0,0.0052754868039334765
T001,28,"Closed the book early today, all positions within limits.",0,0.0052754868039334765
T001,29,"Booked the client trade, confirmation sent to ops.",0,0.0059617157819216475
T001,30,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T001,31,"Risk looks fine, nothing unusual to report.",0,0.005946757649100238
T001,32,"Closed the book early today, all positions within limits.",0,0.0052754868039334765
T001,33,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T001,34,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T001,35,"Booked the client trade, confirmation sent to ops.",0,0.0059617157819216475
T001,36,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T001,37,"Risk looks fine, nothing unusual to report.",0,0.005946757649100238
T001,38,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T001,39,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T001,40,"Booked the client trade, confirmation sent to ops.",0,0.0059617157819216475
T001,41,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T001,42,"Reconciled with middle office, numbers tie out.",0,0.005812301297132197
T001,43,"Reconciled with middle office, numbers tie out.",0,0.005812301297132197
T001,44,"Booked the client trade, confirmation sent to ops.",0,0.0059617157819216475
T001,45,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T001,46,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T001,47,"Reconciled with middle office, numbers tie out.",0,0.005812301297132197
T001,48,"Closed the book early today, all positions within limits.",0,0.0052754868039334765
T001,49,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T001,50,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T001,51,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T001,52,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T001,53,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T001,54,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T001,55,"Risk looks fine, nothing unusual to report.",0,0.005946757649100238
T001,56,"Reconciled with middle office, numbers tie out.",0,0.005812301297132197
T001,57,"Reconciled with middle office, numbers tie out.",0,0.005812301297132197
T001,58,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T001,59,"Risk looks fine, nothing unusual to report.",0,0.005946757649100238
T001,60,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T001,61,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T001,62,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T001,63,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T001,64,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T001,65,"Reconciled with middle office, numbers tie out.",0,0.005812301297132197
T001,66,"Booked the client trade, confirmation sent to ops.",0,0.0059617157819216475
T001,67,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T001,68,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T001,69,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T001,70,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T001,71,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T001,72,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T001,73,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T001,74,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T001,75,"Risk looks fine, nothing unusual to report.",0,0.005946757649100238
T001,76,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T001,77,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T001,78,"Closed the book early today, all positions within limits.",0,0.0052754868039334765
T001,79,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T001,80,"Closed the book early today, all positions within limits.",0,0.0052754868039334765
T001,81,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T001,82,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T001,83,"Risk looks fine, nothing unusual to report.",0,0.005946757649100238
T001,84,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T001,85,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T001,86,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T001,87,"Booked the client trade, confirmation sent to ops.",0,0.0059617157819216475
T001,88,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T001,89,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T001,90,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T001,91,"Booked the client trade, confirmation sent to ops.",0,0.0059617157819216475
T001,92,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T001,93,"Reconciled with middle office, numbers tie out.",0,0.005812301297132197
T001,94,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T001,95,"Reconciled with middle office, numbers tie out.",0,0.005812301297132197
T001,96,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T001,97,"Booked the client trade, confirmation sent to ops.",0,0.0059617157819216475
T001,98,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T001,99,"Closed the book early today, all positions within limits.",0,0.0052754868039334765
T001,100,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T001,101,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T001,102,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T001,103,"Booked the client trade, confirmation sent to ops.",0,0.0059617157819216475
T001,104,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T001,105,"Booked the client trade, confirmation sent to ops.",0,0.0059617157819216475
T001,106,"Booked the client trade, confirmation sent to ops.",0,0.0059617157819216475
T001,107,"Closed the book early today, all positions within limits.",0,0.0052754868039334765
T001,108,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T001,109,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T001,110,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T001,111,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T001,112,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T001,113,"Risk looks fine, nothing unusual to report.",0,0.005946757649100238
T001,114,"Closed the book early today, all positions within limits.",0,0.0052754868039334765
T001,115,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T001,116,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T001,117,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T001,118,"Closed the book early today, all positions within limits.",0,0.0052754868039334765
T001,119,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T001,120,"Booked the client trade, confirmation sent to ops.",0,0.0059617157819216475
T001,121,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T001,122,"Risk looks fine, nothing unusual to report.",0,0.005946757649100238
T001,123,"Closed the book early today, all positions within limits.",0,0.0052754868039334765
T001,124,"Closed the book early today, all positions within limits.",0,0.0052754868039334765
T001,125,"Reconciled with middle office, numbers tie out.",0,0.005812301297132197
T001,126,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T001,127,"Good session, hedged the EUR exposure as planned.",0,0.0054669084050941105
T001,128,"Reconciled with middle office, numbers tie out.",0,0.005812301297132197
T001,129,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T001,130,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T001,131,"Closed the book early today, all positions within limits.",0,0.0052754868039334765
T001,132,"Took some profit on the rates position, staying conservative.",0,0.005524425517447066
T001,133,"Risk looks fine, nothing unusual to report.",0,0.005946757649100238
T001,134,"Reconciled with middle office, numbers tie out.",0,0.005812301297132197
T001,135,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T001,136,"Booked the client trade, confirmation sent to ops.",0,0.0059617157819216475
T001,137,"Booked the client trade, confirmation sent to ops.",0,0.0059617157819216475
T001,138,"Quiet day on the desk, standard flow.",0,0.005148892754195064
T001,139,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T001,140,"Closed the book early today, all positions within limits.",0,0.0052754868039334765
T001,141,"Closed the book early today, all positions within limits.",0,0.0052754868039334765
T001,142,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T001,143,"Booked the client trade, confirmation sent to ops.",0,0.0059617157819216475
T001,144,"Closed the book early today, all positions within limits.",0,0.0052754868039334765
T001,145,"Limits checked, all green on the risk dashboard.",0,0.004302664473229794
T001,146,"Quiet day on the desk, standard flow.",0,0.005148892754195064
